customerID,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Snapshot_Date
6925-BAYGL,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.1,1225.4,2024-04-01
3262-EIDHV,70,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),84.7,5724.5,2024-04-01
7354-OIJLX,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.85,572.9499999999999,2024-04-01
1376-HHBDV,28,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,48.8,1439.15,2024-04-01
6907-NZZIJ,34,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.15,3417.3,2024-04-01
6133-OZILE,16,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,35.2,536.8999999999999,2024-04-01
4135-FRWKJ,53,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Electronic check,76.25,4002.05,2024-04-01
2911-UREFD,37,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,55.9,2072.55,2024-04-01
3744-ZRRDZ,19,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,82.35,1688.15,2024-04-01
5673-TIYIB,0,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),40.4,-3.649999999999992,2024-04-01
6551-ZCOTS,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),24.9,798.0,2024-04-01
7191-ADRGF,42,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),54.3,2281.8499999999995,2024-04-01
5018-LXQQG,28,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),66.3,1790.9,2024-04-01
6892-BOGQE,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.9,1451.4,2024-04-01
1602-IJQQE,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.35,187.4,2024-04-01
4628-WQCQQ,33,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,85.15,2860.3,2024-04-01
5995-SNNEW,21,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.45,1975.95,2024-04-01
8050-WYBND,20,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),49.45,932.5,2024-04-01
2821-WARNZ,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.45,882.3999999999999,2024-04-01
4879-GZLFH,40,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.15,3691.1,2024-04-01
1644-IRKSF,31,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,93.8,2936.9,2024-04-01
8314-HTWVE,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.85,104.45000000000002,2024-04-01
9402-ROUMJ,65,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),100.25,6488.5,2024-04-01
2507-QZPQS,13,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,95.7,1259.6999999999998,2024-04-01
7159-NOKYQ,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,93.15,6181.900000000001,2024-04-01
5707-ZMDJP,51,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,69.7,3590.2000000000003,2024-04-01
8779-YIQQA,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.8,310.5,2024-04-01
7136-IHZJA,38,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,71.35,2704.5,2024-04-01
8966-OIQHG,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.75,410.85,2024-04-01
7074-STDCN,37,No,No phone service,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,40.6,,2024-04-01
3705-PSNGL,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.4,889.6500000000001,2024-04-01
8739-QOTTN,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,1.1499999999999986,2024-04-01
1399-OUPJN,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.75,1232.55,2024-04-01
0277-BKSQP,6,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,54.4,366.30000000000007,2024-04-01
6502-HCJTI,5,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.7,483.7,2024-04-01
2606-RMDHZ,4,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),30.5,147.7,2024-04-01
5774-XZTQC,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.45,109.85,2024-04-01
2676-SSLTO,47,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),66.15,3066.7,2024-04-01
6266-QHOJZ,63,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,89.85,5664.949999999999,2024-04-01
7269-JISCY,53,Yes,No,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),45.05,2372.4999999999995,2024-04-01
0363-SVHYR,69,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.85,6090.099999999999,2024-04-01
8547-NSBBO,33,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,96.75,3209.9,2024-04-01
8258-GSTJK,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,77.0,83.75,2024-04-01
6861-OKBCE,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.1,181.15,2024-04-01
6591-QGOYB,15,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),106.65,1458.7999999999995,2024-04-01
9070-BCKQP,70,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.15,7660.900000000001,2024-04-01
6421-SZVEM,26,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),82.85,2155.1000000000004,2024-04-01
1328-EUZHC,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.1,330.29999999999995,2024-04-01
2995-UPRYS,38,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),99.2,3863.8,2024-04-01
8878-RYUKI,50,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,59.45,2924.8,2024-04-01
9633-DENPU,45,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),58.6,2606.2000000000003,2024-04-01
7811-JIVPF,21,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),49.7,981.85,2024-04-01
7113-HIPFI,64,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,65.85,3965.35,2024-04-01
8541-QVFKM,6,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.5,485.2000000000001,2024-04-01
6686-YPGHK,45,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,85.5,3871.3,2024-04-01
1383-EZRWL,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,124.75,2024-04-01
9258-CNWAC,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),113.65,7939.500000000001,2024-04-01
5371-VYLSX,48,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,83.4,3946.9,2024-04-01
6374-AFWOX,44,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,65.65,2915.85,2024-04-01
5317-FLPJF,64,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),61.35,4070.7,2024-04-01
7621-VPNET,40,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),85.9,3557.95,2024-04-01
6034-YMTOB,3,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,75.65,248.14999999999995,2024-04-01
8563-IIOXK,5,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,49.75,231.8,2024-04-01
4903-CNOZC,27,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),70.9,1822.8,2024-04-01
4353-HYOJD,25,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,49.85,1236.4500000000005,2024-04-01
8020-BWHYL,13,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.3,996.85,2024-04-01
7267-FRMJW,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.1,445.85,2024-04-01
2982-VPSGI,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.0,890.9000000000001,2024-04-01
4188-FRABG,55,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,103.05,5719.65,2024-04-01
8199-ZLLSA,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),118.35,7567.449999999999,2024-04-01
4128-ETESU,45,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,99.7,4547.8,2024-04-01
0620-DLSLK,11,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,81.9,865.1000000000001,2024-04-01
4625-EWPTF,6,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,30.45,165.55,2024-04-01
5980-NOPLP,42,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.1,4171.9,2024-04-01
3850-OKINF,69,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,66.2,4560.150000000001,2024-04-01
6892-XPFPU,22,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.25,2225.4,2024-04-01
8010-EZLOU,13,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.2,1056.85,2024-04-01
3295-YVUSR,0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,72.6,9.100000000000025,2024-04-01
8016-NCFVO,53,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,116.5,6149.55,2024-04-01
4119-ZYPZY,69,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,106.8,7409.599999999999,2024-04-01
5549-ZGHFB,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.95,1211.55,2024-04-01
0303-WMMRN,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.25,47.55,2024-04-01
6408-OTUBZ,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),104.55,6569.95,2024-04-01
5204-HMGYF,47,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,87.2,4170.6,2024-04-01
1078-TDCRN,1,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,30.75,21.349999999999994,2024-04-01
3727-OVPRY,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),25.7,1663.15,2024-04-01
3797-FKOGQ,9,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,86.2,720.8,2024-04-01
7622-NXQZR,26,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),30.1,750.65,2024-04-01
6196-HBOBZ,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,99.35,6148.849999999999,2024-04-01
3970-XGJDU,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.2,1085.25,2024-04-01
7017-VFULY,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.1,2.949999999999996,2024-04-01
5562-YJQGT,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.35,-5.600000000000001,2024-04-01
8807-OPMBM,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.65,1336.6999999999998,2024-04-01
5439-WIKXB,39,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.55,3662.35,2024-04-01
9874-QLCLH,15,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.2,1535.1,2024-04-01
8294-UIMBA,28,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),94.4,2449.3,2024-04-01
8109-YUOHE,15,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,56.1,834.75,2024-04-01
5840-NVDCG,14,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),68.25,978.35,2024-04-01
8092-NLTGF,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.75,1728.1,2024-04-01
5928-QLDHB,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.25,532.35,2024-04-01
0696-UKTOX,21,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,54.15,1204.15,2024-04-01
4801-KFYKL,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.45,120.3,2024-04-01
3472-OAOOR,17,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,34.95,540.3,2024-04-01
6135-OZQVA,5,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,53.65,297.05000000000007,2024-04-01
2252-JHJGE,59,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,104.0,6155.45,2024-04-01
4188-PCPIG,55,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),70.35,3983.95,2024-04-01
6000-APYLU,7,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.8,551.5000000000001,2024-04-01
7105-BENQF,13,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,No,Mailed check,64.85,821.05,2024-04-01
3566-VVORZ,10,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),45.9,414.15,2024-04-01
9507-HSMMZ,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.0,1109.65,2024-04-01
2480-SQIOB,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.8,80.05000000000001,2024-04-01
0947-IDHRQ,5,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,80.3,366.1,2024-04-01
7813-TKCVO,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.35,352.44999999999993,2024-04-01
0128-MKWSG,24,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,45.8,1055.4,2024-04-01
3672-YITQD,34,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.1,2853.4,2024-04-01
4350-ZTLPI,51,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),108.95,5500.3,2024-04-01
9048-JVYVF,1,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,69.35,52.650000000000006,2024-04-01
0361-HJRDX,66,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),64.35,4410.9,2024-04-01
5727-MYATE,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.8,6216.0,2024-04-01
3823-KYNQY,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24.95,230.5,2024-04-01
8988-ECPJR,32,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,79.6,2559.1000000000004,2024-04-01
7570-WELNY,66,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),84.7,5541.650000000001,2024-04-01
3021-VLNRJ,48,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),70.8,3336.55,2024-04-01
2080-CAZNM,39,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,3925.15,2024-04-01
1028-FFNJK,28,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.5,2714.65,2024-04-01
3001-UNBTL,27,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.95,2756.9000000000005,2024-04-01
5982-PSMKW,21,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),91.1,2016.1000000000004,2024-04-01
3507-GASNP,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.95,1150.0,2024-04-01
7096-ZNBZI,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),26.45,1861.6,2024-04-01
1902-XBTFB,20,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.4,1822.7,2024-04-01
1676-MQAOA,70,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),75.1,5186.15,2024-04-01
0786-IVLAW,64,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),108.1,7022.4,2024-04-01
7566-DSRLQ,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,110.15,7778.500000000001,2024-04-01
0643-OKLRP,45,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,80.35,3665.15,2024-04-01
7245-JMTTQ,49,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,111.5,5480.25,2024-04-01
6050-IJRHS,68,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,106.5,7184.0,2024-04-01
6202-JVYEU,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,19.9,124.79999999999998,2024-04-01
8591-TKMZH,57,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,111.1,6332.999999999999,2024-04-01
0734-OXWBT,1,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,70.7,84.24999999999999,2024-04-01
4282-ACRXS,36,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.85,906.05,2024-04-01
0365-TRTPY,35,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),91.2,3199.9000000000005,2024-04-01
7349-ALMUX,35,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),65.6,2182.6000000000004,2024-04-01
9381-NDKME,22,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),40.65,852.0,2024-04-01
6502-KUGLL,12,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),59.45,661.9499999999999,2024-04-01
1841-YSJGV,70,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),109.95,7632.5,2024-04-01
2794-XIMMO,51,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,60.45,3063.3500000000004,2024-04-01
8382-SHQEH,6,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.9,595.1500000000001,2024-04-01
3511-BFTJW,70,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),38.5,2686.0,2024-04-01
7668-XCFYV,15,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.55,1429.6,2024-04-01
2983-ZANRP,0,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),73.55,-1.6999999999999886,2024-04-01
7845-URHJN,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.15,115.95,2024-04-01
3034-ZBEQN,46,No,No phone service,DSL,No,Yes,Yes,No,No,No,One year,No,Mailed check,34.7,1535.1,2024-04-01
5018-HEKFO,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.5,221.15,2024-04-01
2282-YGNOR,27,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic),58.0,1618.5,2024-04-01
5336-UFNZP,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,107.45,6832.6,2024-04-01
6854-EXGSF,6,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),65.5,442.15,2024-04-01
1241-EZFMJ,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.45,1487.6999999999998,2024-04-01
9233-PSYHO,43,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),100.15,4259.500000000001,2024-04-01
5376-PCKNB,70,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),104.45,7250.1,2024-04-01
8044-BGWPI,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.15,263.75000000000006,2024-04-01
4060-LDNLU,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,96.2,447.3,2024-04-01
3589-PPVKW,7,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.4,259.35,2024-04-01
8327-LZKAS,41,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,107.55,4318.799999999999,2024-04-01
5887-IKKYO,56,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),94.35,5374.949999999999,2024-04-01
1075-BGWOH,14,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.75,1390.05,2024-04-01
1755-RMCXH,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.3,-0.3500000000000014,2024-04-01
0302-JOIVN,6,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,101.15,640.6,2024-04-01
3858-XHYJO,38,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),105.75,4017.05,2024-04-01
4299-SIMNS,7,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,81.15,622.1500000000001,2024-04-01
7025-IWFHT,39,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,89.55,3550.65,2024-04-01
6261-LHRTG,24,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),54.75,1297.4,2024-04-01
7841-FCRQD,31,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),53.75,1749.8,2024-04-01
2056-EVGZL,66,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),105.75,7111.0,2024-04-01
8777-MBMTS,63,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),105.85,6513.799999999999,2024-04-01
7753-USQYQ,53,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,64.2,3498.9000000000005,2024-04-01
5366-IJEQJ,18,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,88.7,1584.05,2024-04-01
7661-CPURM,17,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),87.7,1550.55,2024-04-01
6233-HXJMX,43,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),89.3,4013.5499999999993,2024-04-01
5902-WBLSE,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.15,1370.9,2024-04-01
1981-INRFU,0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.75,5.0,2024-04-01
4971-PUYQO,25,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,94.55,2535.4999999999995,2024-04-01
